534.80791,93913,93962,93929,93963,93951,93904,94030,93915,94067,94029,93963,93954,93972,93969,93942,93915,93966,93936,93932,93912,93947,93913,93947,93942,93929,93980,93986,94054,93955,93990,93930,94025,93999,93875,94055,93949,93949,93801,93972,94075,93951,94036,94040,93959,94067,94024,94069,93999,93938,93938,94016,93936,93902,93949,93915,93941,93989,94011,93929,93981,93913,93881,93993,93914,94100,94055,94009,93952,93894,93977,93972,94004,94016,93848,93970,93917,93920,93930,94013,93929,93966,93986,94030,93848,93881,94094,93999,94037,93929,93993,93913,94073,93980,94028,93997,93916,93901,93910,93921,93841,
534.87771,95751,95954,95915,95858,95897,95824,95833,95746,95861,95897,95895,95911,95941,95814,95810,95742,95878,95850,95944,95836,95792,95787,95767,95843,95882,95702,95915,95932,95859,95812,95766,95780,95729,95844,95873,95720,95837,95778,95836,95870,95744,95861,95796,95764,95829,95917,95810,95736,95852,95810,95752,95953,95912,95869,95729,95937,95850,95991,95741,95897,95817,95853,95753,95831,95859,95740,95760,95763,95828,95861,95821,95798,95753,95754,95778,95715,95926,95817,95736,95825,95686,95846,95920,95813,95832,95824,95777,95836,95819,95735,95790,95784,95839,95754,95769,95856,95806,95942,95801,95869,
534.9475,95886,95629,95903,95745,95815,95819,95696,95744,95804,95774,95773,95619,95718,95652,95851,95582,95686,95651,95656,95745,95762,95707,95879,95762,95708,95699,95775,95744,95779,95711,95845,95658,95709,95808,95713,95912,95716,95688,95753,95643,95709,95793,95826,95721,95818,95769,95713,95770,95648,95764,95684,95772,95689,95752,95626,95895,95720,95777,95790,95763,95782,95657,95696,95748,95779,95631,95694,95710,95617,95792,95823,95768,95761,95783,95657,95783,95794,95794,95779,95695,95748,95685,95678,95789,95819,95777,95767,95791,95821,95836,95810,95744,95695,95676,95683,95773,95674,95764,95716,95662,
535.0173,95031,95045,95053,94913,94757,94910,94884,94857,94849,94911,95058,94948,94876,94996,94840,94829,94811,94838,94880,94865,94927,94938,94881,95029,95003,94935,94860,94947,94923,94951,94918,94976,94975,94908,95115,94829,94956,94858,94883,94983,95040,94969,95078,94991,94903,95025,95005,94972,94975,94902,94929,94974,94925,94968,95004,94920,95070,94902,94818,94964,94787,94920,94980,95015,94935,94949,94825,94948,94889,95006,94955,95014,95009,94976,94795,94914,94876,94949,94944,95029,94966,94915,94869,94807,94916,95009,94923,94988,95026,94871,94877,94888,94921,95013,94878,94939,94827,94973,94852,94933,
535.08709,94256,94451,94472,94334,94487,94257,94374,94350,94380,94332,94344,94372,94456,94356,94390,94235,94393,94184,94386,94296,94330,94264,94529,94345,94420,94464,94353,94330,94391,94202,94383,94407,94419,94459,94322,94376,94398,94381,94335,94425,94448,94438,94431,94491,94376,94453,94338,94272,94395,94349,94358,94444,94293,94353,94353,94393,94263,94404,94448,94439,94316,94316,94353,94411,94409,94242,94460,94380,94249,94390,94341,94394,94348,94362,94319,94365,94477,94470,94399,94500,94380,94315,94375,94249,94400,94377,94232,94381,94423,94386,94384,94472,94416,94376,94282,94290,94412,94408,94362,94310,
535.15688,94465,94694,94398,94403,94484,94550,94563,94516,94561,94547,94612,94563,94581,94526,94539,94632,94553,94467,94519,94479,94509,94644,94590,94529,94711,94571,94634,94611,94579,94547,94565,94386,94532,94728,94618,94510,94669,94448,94508,94549,94506,94523,94652,94478,94501,94580,94582,94643,94478,94516,94496,94468,94499,94507,94556,94435,94557,94559,94556,94508,94498,94590,94518,94590,94584,94564,94622,94494,94622,94636,94524,94363,94541,94405,94539,94586,94518,94547,94506,94651,94585,94472,94508,94440,94411,94494,94476,94519,94536,94568,94502,94643,94482,94494,94566,94591,94489,94574,94537,94586,
535.22667,95200,95288,95122,95169,95344,95036,95128,95159,95197,95181,95213,95219,95254,95272,95063,95031,95064,95111,95087,95165,95236,95136,95062,95080,95224,95073,95119,95097,95192,95143,95109,95112,95117,95190,95160,95184,95223,95135,95199,95248,95231,95207,95344,95266,95201,95225,95071,95202,95194,95164,95095,95183,95147,95280,95176,95362,95278,95244,95344,95283,95221,95128,95087,95063,95090,95215,95180,95304,95139,95291,95130,95172,95163,95006,95212,95168,95235,95204,95116,95197,95141,95117,95202,95139,95124,95178,95028,95231,95123,95041,95093,95194,95231,95322,95156,95250,95140,95248,95404,95184,
535.29647,95415,95180,95245,95207,95315,95207,95264,95225,95230,95269,95283,95094,95175,95269,95154,95237,95125,95250,95274,95300,95271,95267,95264,95188,95201,95198,95155,95247,95405,95277,95274,95190,95266,95193,95251,95335,95178,95208,95063,95301,95267,95318,95286,95290,95235,95307,95372,95195,95302,95246,95425,95237,95221,95215,95130,95421,95241,95166,95259,95335,95320,95153,95163,95310,95323,95324,95278,95147,95190,95196,95370,95315,95317,95198,95193,95224,95326,95247,95103,95238,95279,95353,95260,95334,95092,95260,95218,95346,95320,95226,95288,95312,95128,95288,95278,95217,95317,95291,95279,95227,
535.36626,94672,94949,94850,94882,94948,94880,94822,94796,94855,94782,94829,94830,94923,94979,94841,94826,94784,94852,94816,94776,94894,94880,94953,94840,94841,94893,94875,94966,94808,94846,94740,94891,94814,94890,94928,94831,95036,94774,94884,94847,94815,94796,94973,94841,94777,94858,94848,94776,94908,94759,94786,94831,94876,94638,94885,94917,94826,94767,94844,94921,94807,94930,94874,94857,94952,94939,94750,94684,94772,94909,94811,94815,94765,94772,94787,94922,94882,94842,94967,94811,94771,94855,94791,94903,94903,94844,94860,94826,94798,94850,94845,94873,94923,94943,94750,94883,94873,94929,94878,94833,
535.43605,94695,94931,94751,94806,94738,94729,94793,94806,94673,94696,94937,94698,94819,94732,94593,94759,94685,94679,94670,94645,94776,94790,94617,94742,94674,94836,94725,94758,94647,94780,94682,94708,94723,94784,94784,94759,94782,94646,94816,94888,94791,94712,94781,94691,94652,94755,94585,94842,94790,94686,94848,94673,94760,94679,94748,94768,94712,94854,94791,94656,94672,94613,94704,94738,94684,94628,94715,94623,94696,94634,94692,94618,94729,94692,94721,94669,94657,94810,94696,94716,94753,94797,94632,94788,94696,94747,94665,94650,94740,94725,94731,94691,94725,94783,94749,94654,94911,94670,94674,94811,
535.50584,94632,94507,94635,94567,94524,94593,94455,94448,94550,94547,94457,94583,94429,94543,94613,94626,94541,94565,94425,94513,94546,94416,94486,94465,94518,94557,94573,94566,94349,94375,94468,94666,94559,94558,94463,94543,94380,94423,94524,94513,94493,94531,94519,94535,94455,94619,94644,94495,94475,94501,94609,94596,94437,94545,94586,94609,94525,94681,94660,94518,94432,94572,94381,94490,94548,94543,94464,94573,94511,94605,94535,94463,94570,94560,94560,94540,94677,94584,94540,94571,94473,94505,94566,94501,94400,94602,94481,94500,94572,94424,94521,94382,94631,94562,94497,94562,94533,94496,94573,94553,
535.57562,94997,94950,94940,94881,94996,94886,94779,94904,94937,94785,94857,94904,94912,94821,94898,94841,94814,94792,94840,94888,94762,94887,94957,94918,94928,94907,94779,94994,94865,94933,94942,94909,94804,94840,94994,94905,94982,94936,94877,94853,95002,94912,94759,94866,94908,94868,94871,94898,94877,94965,95038,94863,94904,94840,94862,94816,94864,94911,94922,94833,94824,94770,94815,94905,94880,94940,94905,94897,94937,94935,94909,94746,94947,94792,94924,94936,94917,94752,94869,94803,94888,94898,94758,94826,94907,94800,94831,94940,94860,94847,94888,94979,94941,94793,94804,94911,94887,94830,94840,94947,
535.64541,96166,96206,96006,96033,96000,96065,96075,96119,96081,96195,96011,96003,96093,96113,96020,95987,96003,95927,95966,96001,96123,96108,96093,96127,96052,96045,96128,96120,96178,96033,95975,96082,96000,96107,96109,96161,96055,96015,96056,96035,96034,96020,96167,96100,96086,96022,96056,95957,96082,96054,96052,95994,96014,96204,96050,95987,95965,96141,96018,95899,96158,95970,96035,96010,96145,96017,96115,96070,96021,95972,96158,96047,96105,95950,96044,96033,95960,96022,96019,96052,95996,96133,96075,96066,96109,96028,96022,96065,96114,96001,96115,96041,96166,96215,95959,95987,96089,96198,96011,96014,
535.7152,95196,95302,95375,95143,95280,95378,95259,95119,95467,95324,95307,95200,95326,95383,95209,95361,95254,95359,95233,95428,95301,95341,95335,95222,95177,95328,95252,95323,95371,95427,95270,95424,95237,95325,95252,95269,95230,95242,95155,95128,95212,95278,95285,95249,95178,95364,95294,95343,95314,95223,95247,95202,95397,95320,95213,95245,95265,95290,95491,95206,95234,95304,95329,95236,95344,95205,95224,95380,95250,95154,95249,95126,95326,95281,95197,95231,95239,95200,95241,95307,95215,95157,95273,95283,95192,95306,95198,95411,95352,95214,95294,95161,95333,95195,95409,95283,95316,95181,95446,95439,
535.78499,95042,95069,95105,95104,95055,95029,95193,95279,95069,95153,95129,95074,95088,95232,95117,95144,95128,95192,95105,95125,95223,95136,95367,95250,95151,95157,95139,95191,95141,95100,95086,95204,95168,95110,95325,95185,95298,95241,95153,95164,95099,95277,95115,95066,95214,95154,95096,95104,95207,95240,95175,95297,95093,95231,95096,95167,95227,95101,95243,95101,95222,95117,95306,95164,95295,95109,95148,95149,95101,95107,95001,95169,95144,95080,95065,95331,95212,95296,95204,95220,95114,95219,95177,95253,95119,95134,95125,95188,95092,95189,95105,95121,95072,95200,95235,95139,95216,95183,95150,95184,
535.85477,94890,94719,94929,94955,94995,94700,94809,95016,94827,94893,94906,94757,94902,94841,94822,94883,94868,94820,94753,94858,94923,94917,94946,95017,94917,95099,94953,94816,94772,94752,94893,94796,94781,94778,94833,94922,94769,94924,94824,94830,94911,94892,94952,94877,94881,94806,94937,94875,94791,94767,94910,94892,94932,94870,94882,94897,94960,94836,94850,94882,94957,94899,94815,94930,94784,94869,94891,94857,94806,94901,94802,94893,94937,94798,94761,94893,94846,94831,94985,94855,94933,94918,94836,94812,94861,94902,94882,94808,94868,94843,94816,94945,94818,94927,94833,94866,94859,94851,94840,94846,
535.92456,95654,95796,95769,95700,95811,95758,95779,95667,95664,95645,95698,95691,95843,95673,95684,95852,95862,95779,95710,95736,95704,95707,95776,95641,95938,95706,95656,95837,95654,95694,95738,95816,95610,95810,95816,95713,95612,95622,95674,95841,95761,95741,95757,95809,95666,95831,95750,95869,95835,95732,95674,95721,95694,95773,95760,95816,95631,95854,95700,95742,95655,95785,95694,95629,95751,95700,95657,95679,95642,95805,95753,95739,95784,95755,95725,95758,95792,95803,95646,95730,95713,95830,95777,95688,95807,95791,95845,95699,95726,95616,95629,95914,95721,95810,95699,95635,95782,95666,95791,95776,
535.99434,95460,95588,95385,95457,95391,95373,95557,95550,95618,95462,95460,95534,95559,95558,95549,95546,95409,95390,95499,95429,95367,95494,95418,95523,95486,95392,95423,95475,95443,95485,95410,95500,95382,95453,95537,95478,95391,95336,95358,95429,95525,95462,95560,95499,95508,95474,95423,95579,95528,95285,95386,95442,95334,95376,95470,95467,95577,95472,95502,95587,95355,95352,95336,95498,95505,95496,95623,95478,95521,95491,95323,95332,95321,95369,95535,95411,95553,95466,95542,95524,95449,95549,95455,95494,95519,95423,95407,95538,95396,95404,95418,95409,95463,95533,95534,95489,95416,95423,95456,95506,
536.06413,94484,94623,94616,94667,94669,94557,94713,94636,94672,94601,94548,94517,94701,94598,94689,94465,94641,94593,94575,94615,94522,94606,94556,94693,94646,94645,94443,94544,94642,94546,94578,94531,94591,94654,94696,94489,94593,94532,94612,94673,94759,94655,94613,94573,94521,94456,94546,94583,94726,94593,94567,94608,94581,94719,94471,94610,94650,94675,94664,94648,94617,94623,94618,94677,94566,94627,94669,94512,94558,94548,94586,94558,94605,94504,94533,94627,94698,94536,94636,94570,94570,94650,94542,94672,94602,94576,94468,94559,94524,94669,94699,94605,94664,94634,94564,94650,94553,94566,94490,94602,
536.13391,96538,96450,96549,96537,96514,96596,96517,96622,96618,96511,96516,96513,96501,96536,96668,96539,96536,96474,96454,96531,96484,96596,96600,96790,96500,96548,96403,96500,96503,96562,96446,96608,96607,96493,96513,96686,96532,96458,96560,96507,96538,96595,96649,96482,96506,96566,96397,96461,96557,96621,96527,96617,96487,96612,96485,96561,96503,96490,96483,96520,96415,96501,96528,96600,96572,96615,96595,96514,96477,96477,96495,96391,96651,96552,96508,96728,96619,96700,96587,96502,96607,96479,96278,96464,96474,96510,96528,96558,96494,96508,96443,96676,96367,96507,96579,96590,96510,96647,96591,96483,
536.20369,94960,95029,94967,94934,94943,94994,95004,95015,94982,95002,94946,94999,95026,95001,95037,94888,94813,94958,94851,95004,94989,94902,94831,94964,94790,94955,94875,94943,95007,94877,94841,94861,94959,95038,95040,94929,94938,94905,94918,94891,94857,94948,94988,94927,94972,94961,94871,94931,95032,95039,94970,95068,94886,94970,94985,95042,94935,94852,94970,95088,94970,94898,95048,94912,95120,95031,94903,94905,94951,94969,94875,94927,94947,94918,94922,95042,94923,94998,94965,94907,94887,95047,94830,94950,94913,94897,94876,94957,94973,95057,94930,94963,95071,94938,94825,94933,95048,95064,94841,95039,
536.27347,94854,94905,94823,94797,94810,94865,94811,94859,94850,94939,94967,94804,94804,94815,94999,94833,94721,94733,94811,94826,94791,94839,94843,94957,94968,94872,94776,94808,94801,94812,94774,94851,94806,94856,94789,94856,94753,94850,94853,95071,94788,94791,94861,94889,94970,94848,94803,94921,94932,94834,94872,94791,94876,94916,94725,94915,94976,94863,94842,94944,94861,94718,94791,94818,94884,94801,94736,94763,94745,94842,94902,94729,94931,94747,94870,94877,94773,94866,94914,94897,94859,94735,94869,94762,94687,94815,94843,94820,94757,94929,94698,94745,94934,94945,94869,94790,94797,94843,94790,94853,
536.34325,95367,95410,95422,95438,95312,95405,95387,95392,95288,95393,95268,95414,95278,95299,95426,95254,95283,95333,95401,95316,95349,95289,95331,95345,95412,95314,95456,95343,95274,95355,95417,95462,95350,95459,95398,95412,95328,95433,95400,95265,95481,95481,95437,95447,95350,95321,95406,95485,95415,95437,95374,95458,95277,95350,95454,95428,95536,95465,95430,95315,95283,95246,95389,95353,95539,95274,95347,95422,95410,95296,95404,95296,95416,95391,95436,95397,95402,95308,95520,95398,95414,95327,95331,95248,95418,95336,95302,95347,95369,95228,95375,95421,95445,95497,95474,95353,95493,95511,95473,95303,
536.41303,95550,95459,95499,95364,95501,95322,95456,95547,95515,95672,95541,95513,95511,95466,95504,95290,95388,95378,95447,95468,95409,95383,95419,95278,95423,95528,95422,95523,95518,95437,95431,95541,95431,95583,95406,95515,95459,95531,95466,95366,95376,95516,95406,95461,95477,95487,95557,95446,95473,95437,95428,95544,95409,95482,95419,95401,95437,95575,95454,95529,95480,95377,95389,95446,95513,95482,95351,95429,95343,95430,95442,95432,95479,95358,95535,95411,95590,95483,95366,95549,95550,95531,95249,95411,95513,95556,95442,95460,95504,95446,95321,95454,95469,95430,95428,95472,95507,95459,95393,95538,
536.48281,94872,94709,94775,94856,94838,94900,94792,94736,94845,94840,94738,94899,94755,94791,94868,94799,94654,94881,94780,94758,94935,94885,94793,94822,94812,94764,94808,94811,94790,94789,94939,94882,94783,94967,94922,94924,94877,94733,94800,94810,94859,94871,94820,94835,94859,94808,94773,94782,94857,94707,94841,94829,94789,94833,94798,94854,94819,94903,94858,94778,94652,94764,94825,94869,94912,94787,94757,94830,94796,94778,94752,94825,94852,94733,94673,94892,94831,94665,94918,94878,94907,94855,94733,94815,94707,94845,94809,94924,94848,94731,94937,94792,94773,94876,94874,94828,94823,94773,94733,94872,
536.55259,95107,95121,95188,95158,95078,95215,95060,95138,95149,95180,95249,95137,95191,95129,95097,95113,95072,95126,95073,95161,95108,95205,95158,95131,95133,95067,95211,95238,95230,95186,95153,95211,95207,95191,95130,95173,95086,95078,95175,95179,95288,95140,95115,95205,95189,95209,95110,95056,94971,95015,95272,95083,95256,95078,95327,95021,95167,95125,95212,95030,95243,95122,95099,95134,95100,95103,95020,95203,95293,95158,95064,95141,95213,95005,95021,95011,95207,95146,95161,95271,95129,95118,94984,95115,95219,95069,95116,95106,95264,95216,95233,95183,95145,95174,95124,95049,95159,95193,95129,95109,
536.62237,94828,94795,94733,94518,94714,94656,94809,94729,94684,94681,94791,94831,94575,94655,94796,94703,94605,94640,94673,94807,94690,94804,94685,94728,94680,94781,94689,94681,94749,94769,94717,94816,94780,94728,94710,94571,94669,94636,94715,94765,94677,94774,94797,94675,94715,94703,94692,94723,94661,94735,94802,94667,94623,94654,94721,94786,94712,94855,94783,94656,94691,94576,94755,94566,94736,94740,94723,94640,94790,94744,94671,94799,94694,94708,94743,94727,94718,94839,94789,94803,94614,94534,94702,94652,94641,94747,94719,94665,94800,94565,94640,94714,94750,94743,94910,94707,94797,94705,94719,94695,
536.69215,95296,95249,95157,95463,95245,95244,95366,95404,95347,95281,95254,95325,95268,95358,95367,95360,95347,95391,95236,95380,95316,95235,95283,95333,95307,95328,95350,95342,95405,95273,95149,95196,95252,95294,95284,95393,95330,95287,95285,95179,95305,95290,95390,95304,95312,95308,95209,95177,95408,95327,95386,95364,95201,95307,95215,95279,95280,95245,95386,95249,95200,95240,95257,95376,95325,95359,95309,95216,95239,95302,95354,95253,95330,95196,95339,95308,95366,95273,95318,95394,95199,95241,95283,95307,95374,95407,95197,95341,95374,95288,95366,95408,95280,95247,95356,95118,95381,95365,95322,95366,
536.76193,95564,95483,95675,95547,95581,95472,95529,95574,95664,95576,95626,95677,95572,95746,95674,95550,95538,95571,95611,95535,95481,95350,95543,95583,95617,95604,95464,95638,95608,95537,95503,95571,95782,95621,95639,95541,95641,95602,95634,95555,95570,95565,95631,95764,95664,95511,95540,95580,95470,95612,95515,95578,95451,95624,95526,95543,95602,95603,95653,95601,95587,95583,95491,95666,95611,95525,95482,95545,95489,95553,95499,95509,95756,95485,95632,95503,95563,95604,95612,95626,95596,95456,95467,95519,95633,95558,95676,95679,95638,95578,95520,95656,95613,95575,95561,95471,95616,95698,95618,95555,
536.8317,94973,95203,95079,94980,95001,94932,95095,95112,95053,95108,95001,95032,95019,95095,95235,95093,95054,95065,94904,95040,94959,94921,95029,94992,95033,94940,95026,95129,95069,94857,95014,94962,95038,95032,95109,95158,95059,95005,95165,94970,95027,95055,95088,94987,94950,95135,94955,95023,95115,95073,95093,95044,94972,94951,95071,95079,94987,95100,95097,94987,95037,95065,95034,95097,95086,95104,95054,95011,95107,95217,94975,95054,94941,95051,95012,95081,95114,95100,95163,95120,95035,94996,94999,95022,95097,95137,95091,95161,95010,95096,95057,95028,94958,94904,95066,95044,95023,95052,95022,95052,
536.90148,95005,95173,94956,95088,95078,94966,94974,94990,95061,95004,94999,95108,95059,95025,94996,95061,94877,94917,95067,95213,95088,95104,95174,95104,94924,95005,95071,95137,95072,95059,94937,95063,95094,94883,95052,95044,95072,95011,95013,95063,95097,94889,95025,95107,94939,94990,94943,95045,94971,95085,95108,95117,94979,95044,95070,95080,94954,95063,95129,95028,95071,95008,95049,95085,95090,95162,94970,94857,95063,94964,94954,95103,94956,94973,94935,95019,95117,95024,95119,95013,94986,94997,94866,95003,94975,95035,95160,95037,94970,95105,95080,94971,95012,95129,95039,95036,95017,94944,94970,94982,
536.97125,94439,94575,94632,94483,94513,94560,94449,94565,94526,94598,94429,94523,94604,94434,94532,94494,94630,94448,94532,94456,94526,94467,94612,94582,94515,94383,94499,94439,94546,94465,94519,94571,94404,94434,94454,94419,94540,94479,94474,94549,94413,94494,94586,94559,94576,94522,94459,94600,94498,94473,94590,94619,94434,94599,94496,94501,94500,94601,94534,94493,94476,94549,94481,94607,94578,94475,94479,94533,94544,94490,94420,94490,94577,94508,94605,94566,94558,94560,94579,94596,94532,94587,94442,94513,94503,94551,94492,94587,94570,94374,94431,94532,94623,94449,94556,94478,94478,94577,94536,94582,
537.04103,96214,96273,96198,96220,96271,96199,96071,96235,96228,96230,96260,96229,96319,96205,96135,96214,96220,96153,96223,96371,96114,96281,96338,96247,96182,96170,96325,96173,96267,96172,96263,96234,96244,96274,96253,96286,96108,96191,96271,96261,96160,96185,96295,96304,96274,96079,96153,96229,96303,96264,96421,96215,96243,96371,96323,96272,96225,96221,96271,96224,96106,95696,95896,95909,95906,95738,95834,95719,95835,95923,95881,95785,95846,95772,95744,95887,95944,95869,95762,95886,95850,95873,95769,95863,95824,95929,95770,95796,95792,95890,95892,95852,95778,95793,95755,95770,95807,95935,95904,95840,
537.1108,95511,95527,95533,95600,95633,95523,95465,95482,95611,95529,95434,95551,95501,95613,95507,95463,95568,95412,95534,95624,95487,95485,95799,95637,95436,95657,95639,95560,95451,95519,95475,95441,95526,95449,95606,95527,95521,95543,95651,95459,95619,95522,95491,95640,95404,95664,95458,95647,95482,95470,95440,95486,95380,95548,95651,95629,95387,95537,95551,95607,95611,95490,95464,95605,95638,95610,95645,95560,95582,95380,95496,95518,95563,95403,95469,95544,95488,95363,95602,95605,95492,95377,95524,95541,95494,95619,95496,95571,95526,95579,95584,95508,95530,95579,95425,95515,95583,95543,95595,95542,
537.18057,94825,94891,95041,94921,95000,94946,94966,95070,95050,94931,94969,95016,94827,95073,94951,94892,95031,94918,95069,94960,94936,95050,94950,95059,94968,94897,94911,94978,94953,94925,94930,95016,94936,95032,95045,94972,94972,94891,94886,94957,95007,94923,95073,94934,95085,94991,94919,94922,94893,94898,94936,95073,94813,95056,94884,95030,94902,95002,94834,94849,94945,95050,94950,94976,95060,94971,94919,94932,94836,94957,94954,94966,94981,95014,94946,95074,94944,94919,95070,94898,95039,95026,95022,95018,94951,94983,94898,94959,94982,94888,94955,94940,95030,94972,94902,94872,95029,95055,94905,95039,
